placement,placement_label,candidate,policy,time_s,mops_s
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,35.0,63.963136
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,36.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,37.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,38.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,39.001,64.423000999001
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,40.0,65.3391951951952
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,41.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,42.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,43.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,44.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,45.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,46.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,47.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,48.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,49.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,50.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,51.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,52.001,65.20864735264736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,53.0,64.02716316316317
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,54.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,55.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,56.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,57.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,58.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,59.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,60.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,61.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,62.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,63.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,64.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,65.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,66.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,67.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,68.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,69.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,70.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,71.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,72.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,73.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,74.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,75.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,76.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,77.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,78.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,79.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,80.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,81.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,82.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,83.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,84.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,85.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,86.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,87.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,88.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,89.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,90.001,65.47052947052947
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,91.0,64.28956956956958
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,92.0,66.322432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,93.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,94.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,95.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,96.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,97.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,98.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,99.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,100.001,65.99429370629372
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,101.0,65.07678878878879
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,102.001,64.68488311688313
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,103.0,65.3391951951952
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,104.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,105.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,106.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,107.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,108.0,63.700992
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,109.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,110.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,111.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,112.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,113.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,114.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,115.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,116.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,117.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,118.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,119.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,120.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,121.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,122.0,66.584576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,123.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,124.0,63.700992
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,125.001,65.47052947052947
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,126.0,65.6016016016016
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,127.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,128.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,129.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,130.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,131.001,65.20864735264736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,132.0,65.07678878878879
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,133.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,134.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,135.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,136.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,137.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,138.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,139.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,140.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,141.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,142.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,143.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,144.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,145.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,146.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,147.0,63.963136
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,148.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,149.0,66.322432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,150.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,151.0,63.963136
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,152.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,153.0,66.322432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,154.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,155.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,156.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,157.001,64.16111888111888
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,158.0,66.12641441441441
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,159.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,160.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,161.001,64.423000999001
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,162.0,65.6016016016016
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,163.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,164.0,63.176704
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,165.001,65.20864735264736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,166.0,65.6016016016016
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,167.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,168.0,63.963136
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,169.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,170.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,171.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,172.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,173.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,174.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,175.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,176.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,177.0,66.322432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,178.001,64.423000999001
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,179.0,64.02716316316317
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,180.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,181.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,182.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,183.0,62.91456
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,184.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,185.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,186.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,187.0,63.963136
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,188.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,189.0,66.060288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,190.0,65.011712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,191.0,63.700992
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,192.0,64.487424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,193.0,65.798144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,194.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,195.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,196.0,64.749568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,197.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,198.0,65.536
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,199.0,64.22528
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,off,200.0,65.273856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,1.0,297.271296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,2.0,150.7328
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,3.0,210.501632
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,4.0,371.195904
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,5.0,246.153216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,6.0,338.427904
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,7.0,314.048512
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,8.0,285.474816
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,9.0,405.536768
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,10.0,280.49408
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,11.0,345.243648
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,12.0,160.432128
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,13.0,178.520064
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,14.0,156.499968
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,15.0,195.821568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,16.0,281.280512
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,17.0,323.74784
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,18.0,170.3936
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,19.0,167.247872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,20.0,274.726912
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,21.0,205.520896
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,22.0,198.967296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,23.0,198.705152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,24.0,195.821568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,25.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,26.0,196.870144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,27.0,198.967296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,28.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,29.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,30.0,198.705152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,31.0,205.258752
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,32.0,197.91872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,33.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,34.0,197.91872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,35.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,36.0,209.453056
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,37.0,196.345856
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,38.0,198.180864
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,39.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,40.0,197.132288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,41.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,42.0,196.083712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,43.001,197.4591168831169
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,44.0,196.5423983983984
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,45.0,199.22944
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,46.0,198.967296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,47.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,48.0,196.083712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,49.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,50.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,51.0,207.355904
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,52.0,197.132288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,53.0,198.705152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,54.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,55.0,195.821568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,56.0,201.064448
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,57.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,58.0,198.705152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,59.0,198.705152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,60.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,61.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,62.0,196.870144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,63.001,196.14970629370632
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,64.0,197.85443043043045
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,65.0,198.967296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,66.0,198.967296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,67.0,199.22944
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,68.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,69.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,70.0,196.870144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,71.001,199.29229170829174
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,72.0,195.49277277277275
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,73.0,197.656576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,74.0,195.559424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,75.0,199.22944
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,76.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,77.001,197.72099900099903
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,78.0,197.3296176176176
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,79.0,197.132288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,80.0,198.443008
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,81.0,207.09376
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,82.001,196.93535264735266
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,83.0,197.0672112112112
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,84.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,85.0,196.083712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,86.0,197.394432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,87.0,197.91872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,88.0,196.608
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,89.0,201.064448
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,90.0,213.909504
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,91.0,305.135616
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,92.0,362.283008
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,93.0,298.319872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,94.0,332.136448
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,95.0,263.192576
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,96.0,399.7696
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,97.0,268.959744
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,98.0,157.024256
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,99.0,235.667456
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,100.0,324.796416
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,101.0,392.167424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,102.0,177.733632
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,103.0,185.860096
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,104.0,244.318208
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,105.0,430.702592
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,106.0,165.412864
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,107.0,166.985728
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,108.0,190.0544
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,109.0,384.303104
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,110.0,325.320704
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,111.001,166.29514485514488
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,112.0,162.16715915915916
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,113.0,385.35168
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,114.0,255.852544
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,115.0,169.869312
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,116.0,164.364288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,117.0,309.067776
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,118.0,361.234432
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,119.0,183.762944
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,120.0,182.452224
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,121.0,202.899456
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,122.001,386.79988811188815
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,123.0,256.37105905905906
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,124.0,165.675008
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,125.0,185.860096
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,126.0,166.723584
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,127.0,166.199296
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,128.001,183.57936463536464
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,129.0,163.4791911911912
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,130.0,168.034304
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,131.0,167.77216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,132.0,169.345024
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,133.0,166.723584
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,134.0,170.917888
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,135.0,173.801472
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,136.0,162.791424
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,137.0,175.898624
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,138.0,163.053568
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,139.0,178.520064
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,140.0,165.412864
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,141.0,168.296448
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,142.0,169.08288
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,143.0,178.782208
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,144.0,165.937152
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,145.0,169.869312
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,146.0,166.723584
